id	Sample_01	Sample_02	Sample_03	Sample_04	Sample_05	Sample_06	Sample_07	Sample_08	Sample_09	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18
class	Control	Control	Control	Control	Control	Control	Control	Control	Control	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs
ENSG00000011258	8.266786541	7.442943496	8.038918989	6.209453366	8.968666793	8.968666793	9.245552706	8.14974712	8.016808288	6.539158811	7.159871337	7.285402219	7.539158811	6.06608919	7.276124405	7.426264755	5.614709844	7.46760555
ENSG00000011260	6.845490051	4.906890596	6.06608919		7.562242424	7.348728154	6.820178962	6.857980995	7.321928095	4.64385619	5.357552005		4.807354922			3.807354922	2.807354922	3
ENSG00000011275	7.491853096	1	5.672425342	4.584962501	5.906890596	7.14974712	6.129283017	5.95419631	6.727920455	4.584962501	5.807354922		5.087462841	5.426264755	5.754887502	5.285402219	5.672425342	5.807354922
ENSG00000011295	1			1	4.807354922	0		4.700439718	1		3.700439718		1	0	3.169925001	2.321928095	1.584962501	0
ENSG00000011304	3.807354922	5.321928095	4.754887502	3.906890596	2.807354922	3.807354922	5.087462841	4.169925001	4.700439718	3.584962501	5.044394119	5.169925001	2.584962501	3.584962501	3.459431619	4.321928095	4	4
ENSG00000011332																	0	
ENSG00000011376									0									
ENSG00000011405	0		0		0	0	2.584962501	1	4	4.247927513	3.459431619		3.459431619	4.087462841	3.459431619	2.807354922	1.584962501	4.64385619
ENSG00000011422					4.95419631	4.392317423	4		4.169925001	0	2		1.584962501		1		0	3
ENSG00000011426			0	5.426264755					0	0	0		0	0				3.807354922
ENSG00000011454	5.491853096	4.95419631	6.044394119	4.584962501	4.754887502	6.409390936	6.906890596	7.491853096	6.129283017	6.321928095	6.108524457		6.741466986	6.523561956	6.209453366	7.285402219	5.044394119	7.055282436
ENSG00000011465		5.044394119											2					
ENSG00000011478																	1.584962501	
ENSG00000011485	6.459431619		5.64385619		4	5.930737338	4.584962501	6.357552005	6.044394119		0				1.584962501		0	0
ENSG00000011523	4.95419631		3.459431619	4.087462841	6.87036472	5.392317423	4.64385619	4.754887502	5.857980995	0	4.807354922	5.209453366	3.807354922	0	5.129283017	3.906890596	1.584962501	3.807354922
ENSG00000011566			4		0		0	3.807354922		2.584962501			2	2.321928095				2
ENSG00000011590													0					
ENSG00000011600	6.87036472	6.672425342	7.033423002	7.189824559	8.503825738	7.06608919	7.330916878	6.672425342	8.224001674	5.64385619	7.584962501	5.672425342	7.17990909	4.906890596	6.189824559	5.087462841	5.523561956	6.741466986
ENSG00000011638	7.475733431	6.375039431	5.357552005	5.807354922	7.499845887	5.906890596	5.129283017	7.14974712	7.515699838	6.209453366	6.339850003	6.727920455	6.06608919	4.584962501	6.266786541	4.906890596	4.700439718	6.375039431
ENSG00000012048	1.584962501		4.95419631	6.459431619		5.087462841				1	2.321928095		2	4.754887502	3.906890596		0	4.906890596
ENSG00000012061	6.754887502	7.375039431	7.622051819	3.906890596	7.906890596	7.076815597	7.714245518	7.459431619	7.199672345	6.303780748	6.357552005	7.303780748	5.781359714	5.044394119	4.754887502	5.882643049	5.129283017	5.882643049
ENSG00000012124	3.700439718	2	5.459431619	5.044394119	6.14974712	5.392317423	4.247927513	4.523561956	5.857980995	2.584962501	1		5.169925001		2.807354922		4.247927513	4.700439718
ENSG00000012171		0																
ENSG00000012174								3.906890596	1								0	
ENSG00000012211														0		1		
ENSG00000012223		0	0		3		5.64385619		2.321928095	3.584962501	7.022367813	2	5.459431619					
ENSG00000012232									1.584962501									0
ENSG00000012660	3.906890596	3.459431619	1	2.584962501	5	4.523561956	5.087462841	5.754887502	6.614709844	4.087462841	5.672425342	4.087462841	4.754887502	2.584962501	4.169925001	2.321928095	3.807354922	4.584962501
ENSG00000012779	5.087462841	3.321928095		4.906890596	6.22881869	4.459431619	4.95419631		6.906890596	4.584962501	3.906890596		4.169925001	3.584962501			3.169925001	1
ENSG00000012817			2.584962501	0					3.459431619		5	1			3.807354922		4.087462841	
ENSG00000012822	8.487840034	7	7.599912842	7.159871337	8.46760555	8.977279923	8.95419631	8.515699838	8.647458426	7.294620749	8.573647187	6.129283017	7.936637939	5.906890596	8.519636253	6.832890014	7.22881869	8.447083226
ENSG00000012963	3.807354922	0	3.584962501			1	1	2	5.781359714	2	2.807354922		1				1	0
ENSG00000012983	9.087462841	8.422064766	8.118941073	7.247927513	8.370687407	10.37177664	9.370687407	9.588714636	8.741466986	8.118941073	8.326429487	7.741466986	8.62935662	7.209453366	8.164906927	7.475733431	7.189824559	8.266786541
ENSG00000013016	7.098032083	6.044394119	6.189824559	5.95419631	6.599912842	7.977279923	7.169925001	7.276124405	6.741466986	6.50779464	7.303780748	5.700439718	5.882643049	6	6.882643049	5.906890596	5.807354922	6.894817763
ENSG00000013275	7.562242424	7.285402219	7.392317423	5.95419631	9.573647187	8.438791853	8.816983623	8.317412614	9.517669388	4.754887502	7.17990909		6.87036472	5.209453366	6.321928095	6.539158811	5.285402219	6.303780748
ENSG00000013288					3	2.807354922	2		3								0	1
ENSG00000013306	5.614709844	8.28077077	6.672425342	5.930737338	8.451211112	7.562242424	9.022367813	7.118941073	10.39231742	4.754887502	7.77478706	5.700439718	6.965784285	5.044394119	3.169925001	5.807354922	3	5.087462841
ENSG00000013364	5.930737338	0	5.672425342	3.906890596	5.64385619	4.321928095	5.357552005	3.459431619	7.285402219		5.044394119	2.807354922	3.906890596		3.807354922	1	3.321928095	4.392317423
ENSG00000013374	4.754887502	6.658211483	5.321928095		6.727920455	6.965784285	3.321928095	5.285402219	6.95419631	4.95419631	5.459431619		5.321928095	2.584962501	5.247927513	0	5.357552005	4.523561956
ENSG00000013375		3.807354922		4.321928095	0	3.459431619			2.321928095		3.321928095		0		2.321928095	5.169925001	0	
ENSG00000013392				1	2.807354922				1									
ENSG00000013441	6.794415866	4.087462841	5.614709844	5.523561956	7.607330314	7.906890596	6.87036472	5.392317423	8.370687407	4.584962501	5.727920455		6.475733431	3.459431619	4.807354922	4.087462841	5.614709844	4.906890596
ENSG00000013503					1			5.044394119	3.321928095	1								
ENSG00000013523								2	2.321928095		0		1.584962501				1.584962501	
ENSG00000013561		2.807354922	4.523561956	4.321928095	5.857980995	6.06608919	6.14974712	4.857980995	6.266786541	3.700439718	5.614709844	7.554588852	5.087462841	3	6.087462841	5.614709844	3.700439718	5.523561956
ENSG00000013563		3	3	4.321928095		3.459431619	4.523561956	1.584962501	3.700439718	2.321928095	2.321928095		2.807354922		1	2.584962501	3.321928095	0
ENSG00000013573							3.584962501	2	1		3.459431619							0
ENSG00000013583	5.459431619	5.392317423	4.95419631	1.584962501	5.832890014	5.614709844	6.807354922	6.475733431	6.523561956	0	4.321928095		3.321928095	3.459431619	3.700439718	5.321928095	2.321928095	3
ENSG00000013619						1								0				
ENSG00000013725					0	4.392317423	1	1	4.584962501	0	0		1		2.321928095		3	3.700439718
ENSG00000013810	7.982993575	6.988684687	7.357552005	7.022367813	7.912889336	8.022367813	8.299208018	7.768184325	8.14974712	7.366322214	8.022367813	6.426264755	6.894817763	6.357552005	6.918863237	6.442943496	6.614709844	7.554588852
ENSG00000014123	4.807354922		6.569855608		6.554588852	4.95419631	0	5.882643049	7.14974712	3.169925001	3.807354922		3.169925001		3.459431619		3.321928095	4.392317423
ENSG00000014138		2.807354922			4.087462841	6.807354922			5.247927513				0			3.584962501	2.321928095	
ENSG00000014164	3.459431619	3	1.584962501		4.247927513	2.321928095		4	3.584962501	0	1.584962501	0	0	0		1	0	2
ENSG00000014216	11.06541613	10.00842862	11.00632608	9.861086906	11.37177664	11.9068906	11.84627391	11.215533	11.77930897	9.560332834	11.05460432	10.6794801	9.674192268	8.285402219	9.905387005	9.060695932	8.751544059	9.236014192
ENSG00000014641	6.189824559	7.459431619	7.64385619	6	8.016808288	7.714245518	8.027905997	6.491853096	9.162391329	4.169925001	6.108524457	1	6.409390936		5.523561956	6.209453366	4.087462841	4.857980995
ENSG00000014824		3.700439718	5.807354922	5.087462841	1	0	6.781359714	5.614709844	5.857980995	5.523561956	5.523561956		3.169925001	5.169925001	4.754887502	2	4.087462841	6.169925001
ENSG00000014914									2.321928095		2		1.584962501	0			2	2
ENSG00000014919		0	3.321928095		5.807354922		4.169925001			3	2.807354922		3.807354922		0	3.584962501	1	3.459431619
ENSG00000015133	4.459431619	0	3.169925001		3.169925001	5	5.321928095	5.554588852	4.64385619	5.087462841	4	0	4.392317423	4	4.700439718	4.459431619	2.321928095	5.95419631
ENSG00000015153	2.584962501	5.832890014	5	4.321928095	5.64385619	5.285402219	5.554588852	5.95419631	6	5.285402219	5.64385619	5.357552005	6.426264755	3.584962501	6.189824559	5.64385619	4.321928095	5.882643049
ENSG00000015171	7.285402219	5.247927513	5.977279923		5.882643049	4.64385619	5.491853096	3.700439718	2.321928095	3.584962501	4.700439718		4.321928095	4.523561956	4.807354922	0	3.584962501	5.459431619
ENSG00000015285	4.459431619	3	5.169925001	3.169925001	3.700439718	4.087462841	3	2.321928095	4.584962501	3	3.459431619	2.584962501	2.584962501	0	2.584962501		3.584962501	4.247927513
ENSG00000015475	7.339850003	7.54689446	6.906890596	6.22881869	7.693486957	7.6794801	8.194756854	6.672425342	8.124121312	5.285402219	6.129283017	6.459431619	6.426264755	5.129283017	5.832890014	5.459431619	5.554588852	5.523561956
ENSG00000015479	8.77807713	8.8008999	7.971543554	7.8008999	8.392317423	9.296916207	8.921840937	9.271463028	8.997179481	8.491853096	8.599912842	8.820178962	9.30833903	7.62935662	8.442943496	8.924812504	7.700439718	8.303780748
ENSG00000015532			4.087462841	3.321928095	6.06608919	5.129283017	4.459431619	4.807354922	4.169925001	1.584962501	4.321928095	2.584962501	2.321928095	3	4	2.807354922	1.584962501	4
ENSG00000015568							0											
ENSG00000015676	3.169925001		0		1		1	1	1.584962501	2	1			0		1	0	2.584962501
ENSG00000016391									3.169925001									
ENSG00000016490			3.807354922	1		2.807354922				0	0				0			1.584962501
ENSG00000016864	1		4.169925001			5.584962501		5	4.321928095		1.584962501		2.807354922	3.584962501			0	2.321928095
ENSG00000017260	6.209453366	6.64385619	6.569855608	5.584962501	7.366322214	6.741466986	8.558420713	7.348728154	7.721099189	7.159871337	8.915879379	0	8.581200582	5.857980995	8.17990909	7.900866808	7.375039431	8.693486957
ENSG00000017483	5.672425342			3		5.523561956			4.906890596	2	3		2.807354922	4.459431619	3.321928095	4.087462841	0	3.807354922
ENSG00000017621	4.087462841	4.459431619	4.087462841	3.459431619	3.169925001		5.459431619	3.700439718	3	1	0	3.459431619	2.584962501		1	0	1	4.087462841
ENSG00000017797	5.491853096	5.087462841	4.95419631	5.169925001	6.475733431	5.857980995	6.266786541	5.357552005	6.523561956	3.807354922	4.459431619	0	4.700439718	4.857980995	4.857980995	5.321928095	2.807354922	5.614709844
ENSG00000018189					2.321928095	4.087462841			1.584962501			0			2		1	1
ENSG00000018280		1	5.672425342	4.321928095	6.169925001		0		5.832890014	2.321928095	2		3			3.321928095	3	3
ENSG00000018408																	0	
ENSG00000018510		2.321928095	0		2.807354922				3.321928095		3.807354922		2	1.584962501		2.584962501	0	0
ENSG00000018610			5.672425342	2.807354922	5.930737338				4.459431619	1.584962501	0		2.321928095				1	
ENSG00000018699	1	2	2.807354922	1.584962501	5.857980995	5.044394119	0	3.459431619	5.285402219	3	2.321928095	2	2.321928095	4.700439718	3.906890596	4.459431619	2.584962501	4.392317423
ENSG00000018869	2	2				2		2.321928095	3.807354922	1	2.807354922		2.321928095		2.807354922		1.584962501	
ENSG00000019102	2.584962501			0	0	1	1.584962501	1.584962501		0	0	0	2.321928095		0	0		0
ENSG00000019169										1.584962501	2.807354922	0			2		1	2.321928095
ENSG00000019485				0														
ENSG00000019582	10.36741475	10.04848687	10.36084708	9.453270634	13.22113394	10.87805091	11.57222651	10.19352536	13.87113518	8.527477006	9.632995197	8.665335917	9.727920455	7.87036472	8.654636029	8.717676423	9.485829309	9.169925001
ENSG00000019991												2.584962501						
ENSG00000019995			0	0		2.807354922				2.584962501	2		4	1.584962501			2.584962501	4.64385619
ENSG00000020129							2.807354922		1								0	
ENSG00000020181																		0
ENSG00000020256						1			0	0	0				0		0	
ENSG00000020426	5.129283017	1	4.459431619	5.044394119	4.392317423	5.426264755	5.321928095	4.087462841	5.209453366	4	4.321928095		3.807354922	4.321928095	4.321928095	4.64385619	4.321928095	4.584962501
ENSG00000020577	3.169925001	0	1	2	3.700439718	1.584962501		2.321928095	3.169925001		2.807354922		4	2.584962501	3.584962501	2.584962501	2	2.807354922
ENSG00000020633					3.584962501	2			2				0		0			2.321928095
ENSG00000020922	7.339850003	4.392317423	4.700439718			2.321928095	6.087462841	5.754887502	4.523561956	4.584962501	4.169925001		5.129283017	3.700439718	4.906890596	3.906890596	0	5.169925001
ENSG00000021300						3.906890596	1		4.321928095		3.169925001		0		3		2	1.584962501
ENSG00000021355	10.8494051	10.20579325	9.982993575	10.02513956	10.91288934	11.33371443	10.77478706	11.05866825	10.92184094	9.483815777	10.23242093	10.41785251	9.631177056	9.11113567	9.759888183	9.702172685	9.381542951	9.656424863
ENSG00000021461																0		
ENSG00000021574					6.209453366	3	4.807354922	3.459431619	0	4	2.807354922	2	1.584962501	2.807354922	2.321928095	3.584962501	1	4.523561956
ENSG00000021645												0						
ENSG00000021762						2.584962501	2.321928095	3.584962501	4		0							
ENSG00000021776				4.64385619	5.523561956	6		1.584962501	1	1	4.392317423		3.906890596	3	2.321928095	0	3.169925001	5.285402219
ENSG00000022267	8.30833903	8.174925683	7.554588852	6.584962501	7.936637939	8.317412614	8.888743249	8.794415866	9.167418146	7.366322214	9.407267764	8.820178962	6.942514505	7.622051819	7.409390936	7.781359714	7.948367232	7.74819285
ENSG00000022277	7.651051691	7.813781191	7.375039431	7.888743249	8.038918989	8.438791853	7.285402219	9.22881869	8	7.055282436	8.027905997	8.665335917	7.451211112	6.523561956	7.139551352	6.475733431	6.339850003	7.375039431
ENSG00000022355										1								
ENSG00000022556					0		2.584962501		0			5.321928095						
ENSG00000022567			1.584962501						1.584962501		0							0
ENSG00000022840	7.199672345	7	5.832890014	5.727920455	6.584962501	8.238404739	7.87036472	7.055282436	7.569855608	7.942514505	8.027905997	4.807354922	6.930737338	7.189824559	7.569855608	7.761551232	7.129283017	8.055282436
ENSG00000022976	0						2		2		0						0	
ENSG00000023041					2.584962501	4.247927513		3.459431619	4.169925001	2.584962501	2.584962501		2.321928095				1.584962501	2.807354922
ENSG00000023191	8.044394119	8.388017285	8.027905997	7.169925001	9.513727596	9.622051819	9.162391329	9.192292814	9.37721053	7.607330314	9.240791332	9.30833903	7.46760555	7.14974712	8.14974712	7.238404739	6.06608919	7.700439718
ENSG00000023228	5.459431619	3.459431619	6.375039431	5.321928095	6.108524457	1.584962501	3.321928095	5.357552005	5.523561956	4.906890596	5.169925001		5.044394119	2.807354922	5.321928095	4.392317423	4	4.807354922
ENSG00000023287	3.459431619	0	4.857980995	2	5.209453366	6.169925001		5.392317423	5.554588852	5.285402219	5.357552005		5.321928095		4.754887502	3.700439718	4.523561956	4.247927513
ENSG00000023318	5.754887502	0	5.754887502		8.139551352	7.948367232	7.357552005	7.554588852	8.483815777	6.022367813	6.832890014		6.554588852	3.584962501	5.209453366	1	4	5.209453366
ENSG00000023330			5.584962501	3.807354922	6.247927513		6.169925001	3.700439718	6.044394119		2.321928095		3.321928095	4.169925001			2.321928095	3.700439718
ENSG00000023445	3	3	2	0	5.95419631	5.169925001	4	3.807354922	6.95419631		2		2.321928095	0	0		1.584962501	2.807354922
ENSG00000023516	2								4.459431619	2.321928095	1		0	3.169925001				2.584962501
ENSG00000023572				3.584962501		3	3.700439718		2		1.584962501		1.584962501					
ENSG00000023608				3.700439718	4.64385619	2.584962501	2.584962501		3.584962501		2.584962501		1		1.584962501	3.459431619		
ENSG00000023697	9.09011242	8.820178962	9.731319031	8.675957033	10.43775207	9.187352073	9.552669098	9.471675214	10.13955135	9.515699838	9.829722735	9.581200582	9.899356923	8.082149041	9.197216693	8.836050355	7.754887502	9.041659152
ENSG00000023734	8.797661526	9.271463028	8.965784285	8.581200582	9.463524373	9.856425529	10.15734694	9.691743519	9.451211112	8.661778098	9.105908509	9.826548487	8.939579214	7.087462841	8.909893084	8.820178962	6.794415866	8.330916878
ENSG00000023839					2.807354922						1.584962501	0					1	
ENSG00000023892		4.906890596	0	3.807354922	4.459431619	4.906890596	5.044394119		6.247927513		2						1.584962501	2.321928095
ENSG00000023902	8.816983623	7.994353437	7.982993575	7.584962501	8.577428828	9.48984796	9.17990909	9.025139562	8.891783703	7.686500527	7.851749041	6.857980995	8.113742166	7.888743249	7.930737338	8.027905997	7.392317423	8.438791853
ENSG00000023909	2.321928095	0	1	1.584962501	0	5.087462841	5.614709844	2	4.392317423	3.906890596	4.087462841	4.247927513	3.807354922	5.459431619	3.321928095	4.857980995	3.906890596	6
ENSG00000024048	0	5.554588852	5.554588852	4	6.686500527	5.700439718	6.285402219	3.807354922	3.807354922	3.321928095	6.06608919		5.977279923	3.584962501	4.700439718	5.491853096	4.392317423	5.247927513
ENSG00000024422	5.95419631	2.807354922	4.64385619		4.459431619	3.700439718	3	4.523561956	2.321928095	2	2.321928095		2		1	2.321928095	1	2.807354922
